node,degree centrality
"University of California, Riverside, USA",99
Chinese University of Hong Kong,135
"University of Tokyo, Japan",57
"Boston University, USA",38
"Koç University, Istanbul, Turkey",11
"Ludwig Maximilian University of Munich, Germany",81
"University of Massachusetts Amherst, USA",50
"Thomas J. Watson Research Center, Yorktown Heights, USA",23
"Pennsylvania State University, University Park, USA",74
"Georgia Institute of Technology, Atlanta GA, USA",59
"Fudan University, School of Computer Science, Shanghai, China",45
"The Hong Kong University of Science and Technology, Department of Computer Science and Engineering, Hong Kong",410
"Beihang University, School of Computer Science and Engineering, Beijing, China",62
"University of Mainz, Germany",56
"Sichuan University, College of Computer Science, Chengdu, China",16
"University of Utah, School of Computing, Salt Lake City, UT, USA",73
"Deakin University, School of Information Technology, TULIP Lab, Melbourne, Australia",40
Beijing University of Posts and Telecommunications,56
"Huawei Technologies, Shenzhen, China",20
"Xidian University, School of Computer Science and Technology, Xi'an, China",18
"Pennsylvania State University, University Park, PA, USA",199
"Deakin University, Burwood, VIC, Australia",68
"Beihang University, Beijing Advanced Innovation Center of Big data and Brain Computing, China",23
"State University of New York at New Paltz, Department of Computer Science, NY, USA",138
"Clemson University, USA",56
"Zhejiang University, College of Computer Science and Technology, China",63
"University of Science and Technology of China, School of Computer Science and Technology, Hefei, China",147
"A*Star, Institute for Infocomm Research, Singapore",49
"Bejing University of Posts and Telecommunications, MOE, Key Laboratory of Trustworthy Distributed Computing and Service, China",6
"University of Illinois at Chicago, Dept. of Computer Science",2
"Northwestern Polytechnical University, China",233
"Carleton University, Telecommunications Research Institute of Ontario, Ottawa, Canada",71
"Saarland University, Telecommunications Lab, Saarbrücken, Germany",114
"University of Concepción, Chile",206
"Kent State University, OH, USA",39
"Singapore Management University, School of Information Systems, Singapore",185
"Western Norway University of Applied Sciences, Bergen, Norway",38
"Chinese Academy of Sciences, State Key Laboratory of Information Security, Institute of Information Engineering, China",109
"University of New South Wales, School of Computer Science and Engineering, Sydney, NSW, Australia",102
"University of Illinois at Chicago, Department of Computer Science, IL, USA",118
"Guangdong University of Technology, School of Automation, Guangzhou, China",172
Microsoft Research,109
"University of Texas at Dallas, Center for Robust Speech Systems (CRSS), Richardson, TX, USA",197
"Northwestern University, Evanston, IL, USA",89
"Arizona State University, School of Computing, Informatics, and Decision Systems Engineering, Tempe, AZ, USA",174
"University of Tennessee, Knoxville, TN, USA",230
"Beihang University, School of Electronic and Information Engineering, Beijing, China",75
"Hong Kong Baptist University, Department of Computer Science, Hong Kong",97
"Georgia Institute of Technology, Atlanta, USA",176
"University of Derby, Department of Engineering and Technology, UK",200
"Edinburgh Napier University, School of Computer, UK",205
IBM,64
"Ritsumeikan University, Department of Electronic and Computer Engineering, Kusatsu, Japan",534
"University of Oxford, Department of Engineering Science, UK",90
"South China University of Technology, School of Electronic and Information Engineering, Guangzhou, China",167
"Beijing University of Posts and Telecommunications, School of Information and Communication Engineering, Beijing, China",7
"Beijing Jiaotong University, Beijing Municipal Commission of Education, China",87
"Nokia Research Center, Beijing, China",33
Hong Kong University of Science and Technology,129
"National Research Council, Italy",22
"University of Washington, Department of Biomedical Informatics and Medical Education, Seattle, USA",18
"Chinese Academy of Sciences, Institute of Computing Technology, Beijing, China",105
"Massachusetts Institute of Technology, Cambridge, MA, USA",76
"Real Time Information Systems, Chichester, UK",4
"Imperial College London, UK",82
"Machine Learning Department, Microsoft Research",28
"University of Toronto, Department of Computer Science, ON, Canada",46
"Binghamton University, Vestal, NY, USA",40
"Stanford University, CA, USA",17
"Stanford University, Computer Science Department",67
"TU Clausthal, Department of Informatics",55
"University of Illinois at Urbana-Champaign, USA",115
"IBM Research, Thomas J. Watson Research Center",23
"Google Inc, Madison, WI, USA",81
"University of Hanover, Germany",145
"Nanyang Technological University, Singapore",159
"University of Waterloo, David R. Cheriton School of Computer Science, Canada",112
"University of Antwerp, Belgium",37
"Simon Fraser University, Burnaby, Canada",230
"Hong Kong University of Science and Technology, Hong Kong",16
"KDnuggets, Brookline, MA, USA",12
AT&T Inc,46
"University of Wisconsin, USA",139
"Indian Institute of Technology, Bombay, India",78
"University of Florida, Gainesville, USA",72
"University of Maryland, College Park, USA",66
"Technical University Dortmund, Germany",35
"Technion - Israel Institute of Technology, Haifa, Israel",34
"Shanghai Jiao Tong University, School of Microelectronics, China",10
"Capital Normal University, College of Information Engineering, Beijing Key Laboratory of Electronic System Reliability Technology, Beijing, China",19
"North Carolina State University, Raleigh, USA",184
Carnegie Mellon University,152
"University of Arizona, Tucson, USA",103
"Salesforce Research, USA",37
"Shanghai Jiao Tong University, Department of Electronic Engineering, China",58
"Otto-von-Guericke-University Magdeburg, Germany",90
"Qatar Foundation, Doha, Qatar",74
"University of Reading, School of Systems Engineering",14
"University of Minnesota, Department of Computer Science and Engineering, Minneapolis, MN, USA",19
"New York University Tandon School of Engineering, New York City, USA",52
"Xi'an Jiaotong University, Department of Information and Communications Engineering, China",107
"Northeastern University, Boston, USA",81
"Clari Inc., Sunnyvale, CA, USA",5
"NEC Laboratories America, Princeton, NJ, USA",18
"Monash University, Melbourne, Australia",65
"University of Sydney, UBTECH Sydney Artificial Intelligence Centre, Darlington, Australia",313
"New Jersey Institute of Technology, Newark, USA",25
Arizona State University,84
"Beihang University, Beijing, China",48
"Asia University, Taichung City, Taiwan",35
"National Cheng Kung University, Tainan, Taiwan",54
"IBM T.J. Watson Research Center, Yorktown, NY, USA",27
"University of Pennsylvania, Computer and Information Science Department",46
"Beijing University of Posts and Telecommunications, Beijing Key Laboratory of Intelligent Telecommunications Software and Multimedia, China",68
"TU Berlin, Embedded Systems Architecture Group (AES), Germany",51
"Griffith University, Australia",56
"Mayo Clinic, Rochester, MN, USA",214
"Cornell University, Weill Cornell Medical College, Ithaca, NY, USA",373
"Chinese Academy of Sciences, Institute of Automation, State Key Laboratory of Management and Control for Complex Systems, Beijing, China",146
Google,148
"Rockefeller University, New York City, NY, USA",419
"National University of Defense Technology, College of Systems Engineering, Changsha, China",14
"National University of Defense Technology, School of Computer, Science and Technology on Parallel and Distributed Processing Laboratory, Changsha, China",86
"National University of Defense Technology, College of Information Systems and Management, Changsha, China",20
"Tsinghua University, National Laboratory for Information Science and Technology, Beijing, China",476
"Simon Fraser University, Burnaby, BC, Canada",48
"Hefei University of Technology, China",145
"Google Research, Mountain View, CA, USA",45
"Shanghai Jiao Tong University, Med-X Research Institute, School of Biomedical Engineering, China",311
"Shenzhen University, College of Mathematics and Statistics, China",75
"University of Waterloo, David R. Cheriton School of Computer Science, ON, Canada",637
"Fudan University, School of Computer Science, Shanghai Key Laboratory of Data Science, Shanghai, China",60
"University of California Los Angeles, CA, USA",64
"Beijing University of Posts and Telecommunications, School of Computer Science, China",12
"Zhejiang University, Department of Mathematics, Hangzhou, China",15
"Hong Kong University of Science and Technology, Department of Electronic and Computer Engineering, Hong Kong",99
"Tsinghua University, Department of Precision Instruments, Beijing, China",80
"Google Research, New York, NY, USA",10
"University of Leeds, UK",228
"University of Southern California, Los Angeles, USA",68
"University of Chicago, Institute for Genomics and Systems Biology, IL, USA",13
"Stanford University, USA",121
"Indiana University, Bloomington, IN, United States",14
"University of Illinois at Chicago, Department of Computer Science",66
"The Chinese University of Hong Kong, Department of Systems Engineering and Engineering Management, Hong Kong",4
"Macquarie University, Sydney, Australia",127
"Zhejiang University, College of Computer Science & Technology, Hangzhou, China",33
"National Tsing Hua University (NTHU), Department of Computer Science, Taiwan",10
"University of Technology Sydney, Centre for Artificial Intelligence, FEIT, Ultimo, NSW, Australia",85
Mininglamp Academy of Sciences,180
"Nanjing University of Science and Technology, China",107
"Argonne National Laboratory, IL, USA",22
"Beijing University of Posts and Telecommunications, Wireless Technology Innovation Institute, National Engineering Laboratory for Mobile Network Technologies, China",114
"Peking University, School of Electronics Engineering and Computer Science, Beijing, China",26
"Southwest Jiaotong University, Department of Applied Mathematics, Chengdu, China",190
"University of California, Santa Barbara, USA",102
"Chinese Academy of Sciences, Institute of Acoustics / Xinjiang Technical Institute of Physics and Chemistry, China",58
"Jilin University, College of Computer Science and Technology, Key Laboratory of Symbolic Computation and Knowledge Engineering, Changchun, China",22
Nokia Research Center Palo Alto,99
"Carnegie Mellon University, Pittsburgh, PA, USA",256
Duke University,61
"Chinese Academy of Sciences, Shenzhen Institutes of Advanced Technology, China",42
"Sichuan University, School of Computer Science, Chengdu, China",20
"Hong Kong University of Science and Technology, Department of Computer Science, Kowloon, Hong Kong",192
"Fukuoka Institute of Technology, Graduate School of Engineering, Japan",156
"Duke University, Durham, USA",62
"ShanghaiTech University, Shanghai, China",398
"University of Regina, Canada",80
"Pacific Northwest National Laboratory, Richland, WA, USA",21
"Ludwig Maximilian University, Munich, Germany",2
"University of Illinois, USA",53
"Nanyang Technological University, School of Computer Science and Engineering, Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly, Singapore",30
"Chinese University of Hong Kong, Hong Kong",169
"Binghamton University, NY, USA",125
"Rochester Institute of Technology, College of Computing and Information Sciences, Henrietta, NY, USA",41
"Georgia Institute of Technology, Atlanta, GA, USA",103
"Northwestern Polytechnical University, School of Computer Science and Center for OPTical IMagery Analysis and Learning (OPTIMAL), Xi'an, China",143
"University of Alberta, Department of Computing Science",53
"Georgia Institute of Technology, College of Management, Atlanta, GA, USA",140
" Carnegie Mellon University Silicon Valley, Moffett Field, CA, USA",33
"University of Kentucky, Lexington, KY, USA",407
"Xavier University of Louisiana, New Orleans, LA, USA",13
IBM Thomas J. Watson Research Center,23
"University of Technology Sydney, Research Center on Quantum Computation and Intelligent Systems, Sydney, Australia",61
"Macau University of Science and Technology, Macau SAR",327
"Beijing University of Posts and Telecommunications, School of Computer Science / MoE Key Laboratory of Trustworthy Distributed Computing and Service, China",11
"Xiamen University, Department of Communication Engineering, Fujian, China",28
"Beihang University, School of Cyber Science and Technology, Beijing, China",22
"Shanghai Jiao Tong University, Cooperative Medianet Innovation Center / Shanghai Key Laboratory of Multimedia Processing and Transmissions, China",45
"Max Planck Institute for Informatics, Saarbrücken, Germany",482
"University of California, Davis, Department of Electrical and Computer Engineering, CA, USA",112
"University of Kansas, USA",102
"University of Leeds, School of Electronic and Electrical Engineering, West Yorkshire, UK",103
"Binghamton University, Vestal, Department of Computer Science",63
"Soochow University, School of Computer Science and Technology, Suzhou, Jiangsu, China",159
"Sun Yat-sen University, School of Advanced Computing",74
"Maebashi Institute of Technology, Maebashi, Japan",96
BAE Systems,29
"Chinese Academy of Sciences, Academy of Mathematics and Systems Science, Beijing, China",30
"University of Queensland, School of Information Technology and Electrical Engineering, Brisbane, QLD, Australia",175
"Nanjing University, State Key Laboratory for Novel Software Technology, China",158
"Singapore Management University, School of Information Systems",60
"Nanyang Technological University, Center for Signal Processing, Singapore",70
"University of California, Riverside",13
"Tsinghua University, Department of Computer Science",129
"Chinese Academy of Sciences, Shanghai Advanced Research Institute, China",76
"Peking University, Institute of Computer Science and Technology (ICST), Beijing, China",53
"University of Illinois at Urbana Champaign, Department of Computer Science",11
"University of California, Irvine, USA",41
"University of Melbourne, School of Computing and Information Systems, Australia",28
"Brooklyn College, New York City, USA",4
"University of Manitoba, Winnipeg, Canada",5
"IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA",14
"University of São Paulo, Department of Computer Science, Brazil",3
"York University, Toronto, Canada",10
"Ohio University, Athens, School of Electrical Engineering and Computer Science",1
"IBM Research, Sao Paulo, Brazil",1
"Tsinghua University, Department of Electronic Engineering, TNList, Beijing, China",14
IBM T.J. Watson,3
"College of Computing, Georgia Institute of Technology",1
University of Illinois at Urbana-Champaign,3
"Microsoft India R&D, Hyderabad, India",8
"University of Illinois at Urbana-Champaign, Department of Electrical and Computer Engineering, Beckman Institute, Urbana, IL, USA",2
"Pennsylvania State University, University Park, Pennsylvania, USA",3
"University of Illinois at Urbana-Champaign, Beckman Institute, Urbana, IL, USA",11
"University of Konstanz, Germany",18
"TU Munich, Department of Informatics",2
"University of Texas at Dallas, USA",29
"EPFL DATA Laboratory, Switzerland",2
"Leiden Institute of Advanced Computer Science, Netherlands",11
"Carnegie Mellon University, Computer Science Department, Pittsburgh, PA, USA",9
"ESSEC Business School, Asia-Pacific Campus, Singapore",26
"University of Waterloo, David R. Cheriton School of Computer Science",5
"Harbin Institute of Technology, AI Research Institute, Harbin, China",15
"IBM Research, MIT-IBM Watson AI Lab, Cambridge, MA, USA",2
"Tencent AI Lab, Shenzhen, China",20
"Beihang University, School of Computer Science and Engineering, China",12
"Michigan State University, USA",2
"Cisco Systems, Inc",5
"MIT, Cambridge, USA",24
"Paris Descartes University, France",7
Ohio State University,5
IBM Watson Research Center,6
"University of Delaware, Newark, DE, USA",1
Yahoo!,8
"University of Amsterdam, Netherlands",7
Lenovo Group,15
"University of Trento, Italy",8
"Swinburne University of Technology, Melbourne, School of School of Software and Electrical Engineering",15
Bosch,2
Baidu,6
"Wright State University, Dayton, Kno.e.sis Center",5
"Texas A&M University, College Station, Texas, USA",8
"IIT Bombay, India",7
"Arizona State University, Tempe, Arizona, USA",33
University of Texas at Dallas,14
Huawei Noah's Ark Lab,17
"Northwestern University, Illinois, USA",22
"New York University, USA",10
"Virginia Tech, Biocomplexity Institute, Blacksburg, VA, USA",4
"University of Notre Dame, IN, USA",7
"New York University, Stern School of Business, NY, USA",3
"Harbin Institute of Technology, State Key Laboratory of Robotics and System, China",8
"University of California, Davis, Department of Computer Science",3
"Rutgers University, USA",49
"Hong Kong University of Science and Technology, Department of Mathematics, Hong Kong",8
"University of Texas at Austin, Department of Computer Science",1
"Penn State, University Park, USA",37
"Rensselaer Polytechnic Institute, Department of Computer Science",10
"Zhejiang University, China",13
"Georgia Institute of Technology, College of Computing, Atlanta, GA, USA",18
"Temple University, Department of Computer and Information Sciences, Philadelphia, PA, USA",22
"East China Normal University, Shanghai, China",26
"Washington University in St. Louis, Department of Electrical and Systems Engineering, MO, USA",1
"George Mason University, Department of Information Science and Technology, Fairfax, VA, USA",2
"University of Michigan-Dearborn, MI, USA",17
"Yale University, New Haven, Connecticut, USA",11
"INRIA, France",26
"Swiss Federal Institute of Technology in Lausanne, Switzerland",26
"University of Washington, Seattle, Washington, USA",13
"Rice University, Houston, TX, USA",6
"California Institute of Technology, Pasadena, USA",1
"University of Pittsburgh, USA",3
"University of Michigan, Ann Arbor, MI, USA",6
"Universitat Pompeu Fabra, Barcelona, Spain",7
"Polytechnic University of Milan, Italy",11
IIT Bombay,4
Microsoft,15
"University of Washington, Seattle",7
"Purdue University, West Lafayette, USA",37
"RMIT University, Melbourne, VIC, Australia",11
"University of Calabria, Cosenza, Italy",14
"Hitachi America, Ltd., Research & Development Division",14
"Google, Inc.",8
"University of Wisconsin-Madison, Madison, USA",20
"University of Wisconsin, Madison, WI, USA",12
"University of Washington, Department of Computer Science & Engineering",4
Yahoo Research,14
"Jožef Stefan Institute, Department of Intelligent Systems",8
"Cornell University, Ithaca, USA",28
University of Chicago,10
"Humboldt University of Berlin, Germany",11
"New Jersey Institute of Technology, Newark, NJ, USA",6
"Microsoft, USA",5
"University at Buffalo, USA",12
"University of Oklahoma, Norman, USA",7
Helion,5
"Recruit Institute of Technology, Mountain View, CA, USA",13
"University of California, Berkeley, CA, USA",18
"Emory University, Atlanta, GA, USA",16
"University of Athens, Greece",8
"University of Michigan, Ann Arbor, USA",45
"IBM Almaden Research Center, San Jose, CA, USA",21
"National Research Institute for Mathematics and Computer Science, Amsterdam, Netherlands",10
University of Luxembourg,4
"Microsoft, Redmond, WA, USA",19
"Johannes Gutenberg University Mainz, Institute of Computer Science, Germany",8
Singapore Management University,11
"University of Stuttgart, Germany",7
IBM Almaden Research Center,5
"MIT, CSAIL, Cambridge, USA",11
"Portland State University, OR, USA",11
"Academy of Finland, President",15
"TU Berlin, Institute of Software Engineering and Theoretical Computer Science",5
"University of Turin, Italy",12
"Tel Aviv University, Israel",17
"The Ohio State University, Columbus, OH, USA",9
"University of Vienna, Faculty of Computer Science",7
National University of Singapore (NUS),54
"University of California Riverside, CA, USA",5
"University of Manchester, UK",16
"Stanford University, Department of Computer Science",10
"Heidelberg Institute for Theoretical Studies (HITS), Germany",3
"RMIT University, Melbourne, Australia",3
"New York University, Courant Institute of Mathematical Sciences",3
"University of Warsaw, Poland",6
"Massachusetts Institute of Technology, Cambridge, USA",33
"Johns Hopkins University, USA",8
"Indian Institute of Science, Bangalore",3
"University of Helsinki, Finland",17
"Maynooth University, Ireland",7
"University of Illinois, Department of Computer Science, Urbana, IL, USA",10
"Brown University, Providence, USA",9
"Federal University of Minas Gerais, Belo Horizonte, Brazil",4
"New York University, NY, USA",4
"University of Illinois at Urbana-Champaign, Center for Reliable & High Performance Computing (CRHC), IL, USA",3
"North Carolina State University, Raleigh, NC, USA",5
"University of Illinois at Urbana-Champaign, Coordinated Science Laboratory",3
Yale University,10
"University of Illinois at Urbana-Champaign, Department of Electrical and Computer Engineering, Urbana, IL, USA",2
University of Crete,1
"University of Surrey, UK",11
"Siemens Healthineers, Medical Imaging Technologies, Princeton, NJ, USA",2
"Facultad de Ingeniería Mecánica y Eléctrica, Universidad Autónoma de Nuevo León",2
"Autonomous University of Barcelona, Spain",2
"Aalto University, Finland",13
"University of Pittsburgh, PA, USA",13
"University of Texas at Arlington, Arlington, TX, USA",7
"University of Bucharest, Department of Computer Science, Romania",1
"Stockholm University, Sweden",1
"Leiden University, The Netherlands",27
"RWTH Aachen University, Germany",16
"Chinese Academy of Sciences, Institute of Automation, Center for Biometrics and Security Research / National Laboratory of Pattern Recognition, Beijing, China",2
"James Cook University, Cairns, QLD, Australia",3
"Facebook, Menlo Park, CA, USA",6
"Nokia Bell Labs, Murray Hill, NJ, USA",5
"Beihang University, School of Computer Science and Engineering, Beijing Advanced Innovation Center for Big Data and Brain Computing, Beijing, China",3
"University of Bern, Switzerland",2
"Xiamen University, Xiamen, China",14
"Chinese Academy of Sciences, Institute of Automation, National Laboratory of Pattern Recognition, Beijing, China",48
"University of Alicante, Spain",1
"University of York, UK",7
"Xiamen University, Software School, China",2
"Central University of Finance and Economics, Beijing, China",1
"Hong Kong Polytechnic University, Department of Building and Real Estate, Hong Kong",5
"Beihang University, School of Automation Science and Electrical Engineering, Beijing, China",9
"China University of Petroleum (East China), College of Information and Control Engineering, Huadong, China",2
"Aston University, School of Engineering and Applied Science, Birmingham, UK",1
"Beihang University, School of Computer Science and Engineering, Beijing Advanced Innovation Center for Big Data and Brain Computing, China",1
"City University of Hong Kong, Department of Systems Engineering and Engineering Management",22
"Siemens Corporate Research, Princeton, NJ, USA",19
"Chinese Academy of Sciences, Beijing, China",6
"Griffith University, School of Information and Communication Technology, Nathan, QLD, Australia",14
"Qualcomm Technologies Inc., Santa Clara, CA, USA",4
"University of Urbino, Department of Pure and Applied Sciences, Italy",2
"Polytechnic University of Turin, Italy",4
"Ghent University, Belgium",3
"Versailles Saint-Quentin-en-Yvelines University, France",1
"University of L'Aquila, Italy",4
"University of Augsburg, Germany",8
"University Ca' Foscari, Venice, Italy",1
"Università di Roma Tor Vergata, Italy",1
"University of Florence, Italy",4
Erasmus University Rotterdam,2
"University of Sao Paulo, Brazil",11
FACIN-PUCRS,1
"Michigan State University, East Lansing, MI, USA",9
"University of Zagreb, Faculty of Electrical Engineering and Computing, Croatia",1
"University of Rio Grande do Sul, Porto Alegre, RS, Brazil",1
"Ariel University, Israel",2
"University of Granada, Department of Computer Architecture and Technology, Spain",1
"University of Stirling, UK",1
"University of South Carolina, Columbia, SC, USA",3
"Örebro Universitet, Sweden",2
Samsung Research Institute - Brazil,1
"University of Birmingham, UK",9
"Universidade Nova de Lisboa, Department of Computer Science",1
Ben-Gurion University,1
"RMIT University, Evolutionary Computation and Machine Learning Research Group, Melbourne, VIC, Australia",5
"Victoria University of Wellington, School of Engineering and Computer Science, New Zealand",7
"Ben-Gurion University, Beersheba, Israel",5
"Nanyang Technological University, School of Computer Engineering",10
"Vrije Universiteit Brussel, Artificial Intelligence Lab, Belgium",1
"The University of Sheffield, UK",1
"University Rey Juan Carlos, Madrid, Spain",1
"RMIT University, Australia",2
"University of Nice Sophia Antipolis, France",1
University of Wollongong,1
"WWU Münster, Germany",1
"University of Brasília (UnB), Brazil",1
"Free University of Bozen-Bolzano, Italy",5
"IRIT-UTM, Toulouse",1
"Humboldt University of Berlin, Department of Computer Science, Germany",2
"Federal University of Rio Grande do Sul (UFRGS), Institute of Informatics, Porto Alegre, Brazil",1
"Indian Institute of Management Ahmedabad, India",1
University Nice Sophia Antipolis,1
"University of Luxembourg, Computer Science and Communications Research Unit",2
"CNRS, France",2
"Università degli Studi di Milano-Bicocca, Milano, Italy",1
"Colorado State University, Department of Computer Science, Fort Collins, CO, USA",1
"University of Melbourne, Department of Infrastructure Engineering, Parkville, Australia",3
"Queen Mary University of London, School of Electronic Engineering and Computer Science, UK",6
"University of Ulster at Jordanstown, UK",2
"University of Warwick, Coventry, UK",10
University of Michigan,14
"University of Alberta, Edmonton, Canada",32
"Trinity College Dublin, Ireland",2
"University of the West of England, Bristol, UK",2
"Bangor university, UK",1
"Digital Equipment Corporation, Hudson, MA, USA",1
"USC Keck School of Medicine, Imaging Genetics Center, Marina del Rey, CA, USA",3
"National and Kapodistrian University of Athens, Greece",3
"Queen's University Belfast, UK",5
"Queen's University Belfast, School of Electronics, Electrical Engineering and Computer Science, UK",2
"Ulster University, UK",4
"Royal Holloway, University of London, UK",4
"University of Ulster, Jordanstown, UK",18
"University of Ulster, Coleraine, Northern Ireland",1
"University of Ulster, Computer Science Research Institute",16
"Katholieke Universiteit Leuven, Department of Electrical Engineering, Belgium",2
"University of Auckland, Department of Computer Science, New Zealand",1
"Polytechnic University of Catalonia, Barcelona, Spain",11
"IBM Research, Dublin, Ireland",2
"Linköping University, Sweden",7
"Bournemouth University, UK",2
"University of Porto, Portugal",6
"Shenzhen University, College of Computer Science and Software, China",3
University of Hong Kong,35
"L3S Research Center, Hanover, Germany",2
"LIP6, Paris",4
"University of Auckland, New Zealand",6
"University of Porto, Laboratory of Artificial Intelligence and Decision Support (LIAAD)",12
"EPFL, Lausanne, Switzerland",3
"Bielefeld University, Faculty of Technology",17
"Washington State University, School of Electrical Engineering and Computer Science, Pullman, WA, USA",3
"University of Waikato, Department of Computer Science, Hamilton, New Zealand",5
"Irstea Institute, Montpellier, France",1
"Auckland University of Technology, Knowledge Engineering & Discovery Research Institute (KEDRI)",3
"National University of Ireland, School of Computer Science, Galway, Ireland",1
"Siemens Corporate Technology, Munich, Germany",2
"École des Mines de Douai, France",1
"Eindhoven University of Technology, Netherlands",12
University of Pisa,4
"Bielefeld University, Germany",1
"Ludwig Maximilians University of Munich, Institute for Computer Science, Germany",4
"Beijing Jiaotong University, School of Electronic and Information Engineering, China",11
"Politecnico di Milano, Italy",11
"Westfälische Wilhelms-Universität Münster, Germany",4
"Khalifa University, EBTIC, Abu Dhabi, UAE",7
"Qatar Computing Research Institute, Doha",2
"Aalto University, Department of Information and Computer Science",4
"Catholic University of Leuven, Belgium",12
"ETH Zurich, Switzerland",20
"Erasmus MC, Rotterdam, The Netherlands",1
"Image Processing Laboratory, Parc Científic Universitat de València, València, Spain",1
"University College London, UK",13
"Tsinghua University, Department of Automation, TNList, Beijing, China",14
"TU Darmstadt, Computer Science Department, Germany",2
"The University of Chicago, Department of Computer Science",2
"University of Sheffield, Department of Computer Science",1
"Utrecht University, The Netherlands",4
"Max Planck Institute for Intelligent Systems, Tübingen, Germany",4
"TU Kaiserslautern, Department of Computer Science, Germany",1
"Department of Statistics, Purdue University",3
Microsoft Research Cambridge,1
"University of Southern Denmark, Odense, Denmark",3
Ethereum Foundation,1
SAP Research,9
"The University of Chicago, Departments of Medicine and Statistics, USA",1
"Michigan State University, East Lansing, USA",19
"University of Lugano, Switzerland",9
"McGill University, Montreal, Quebec, Canada",3
